"","StateVar","replID","dose_uM","timeID","Real_GFP_intensity"
"554","PGR","2",0.01,19,1.47768745786434
"555","PGR","2",0.1,19,1.80386621083822
"556","PGR","2",1,19,1.91544636937336
"557","PGR","2",10,19,2.07638944771248
"558","PGR","2",100,19,2.65419041092697
"559","PGR","2",1000,19,2.2898145439764
"560","PGR","2",10000,19,1.79053104651505
"561","PGR","3",0,19,1
"562","PGR","3",1e-04,19,1.03099774785635
"563","PGR","3",0.001,19,0.893599544447698
"564","PGR","3",0.01,19,0.923790072376853
"565","PGR","3",0.1,19,1.24770878717636
"566","PGR","3",1,19,0.999398727107232
"567","PGR","3",10,19,1.51191269458713
"568","PGR","3",100,19,1.30436711575574
"569","PGR","3",1000,19,1.43895459656075
"570","PGR","3",10000,19,1.17517933875754
"571","PGR","1",0,20,1
"572","PGR","1",1e-04,20,0.879089200139149
"573","PGR","1",0.001,20,0.715108844371184
"574","PGR","1",0.01,20,1.47450436773102
"575","PGR","1",0.1,20,2.35026188614307
"576","PGR","1",1,20,2.34507283150908
"577","PGR","1",10,20,1.80727730523647
"578","PGR","1",100,20,2.91729898522524
"579","PGR","1",1000,20,2.71127672969014
"580","PGR","1",10000,20,3.60231955901605
"581","PGR","2",0,20,1
"582","PGR","2",1e-04,20,0.823972508698309
"583","PGR","2",0.001,20,1.04339344306714
"584","PGR","2",0.01,20,1.56759757333349
"585","PGR","2",0.1,20,1.80037329523233
"586","PGR","2",1,20,2.05865002833664
"587","PGR","2",10,20,2.16538409817639
"588","PGR","2",100,20,2.60675691580954
"589","PGR","2",1000,20,2.45809483336255
"590","PGR","2",10000,20,1.92616686845024
"591","PGR","3",0,20,1
"592","PGR","3",1e-04,20,1.00924309102065
"593","PGR","3",0.001,20,0.883157613522651
"594","PGR","3",0.01,20,0.918796746465817
"595","PGR","3",0.1,20,1.2917757891534
"596","PGR","3",1,20,1.01286388422843
"597","PGR","3",10,20,1.55480378775107
"598","PGR","3",100,20,1.30783011290395
"599","PGR","3",1000,20,1.34544621628302
"600","PGR","3",10000,20,1.19572808728366
"601","PGR","1",0,21,1
"602","PGR","1",1e-04,21,0.987432374614695
"603","PGR","1",0.001,21,0.784047482310742
"604","PGR","1",0.01,21,1.56723121190936
"605","PGR","1",0.1,21,2.51668400910612
"606","PGR","1",1,21,2.57561801824796
"607","PGR","1",10,21,1.98399838646322
"608","PGR","1",100,21,3.28207787994723
"609","PGR","1",1000,21,2.96952311704119
"610","PGR","1",10000,21,3.88902422660098
"611","PGR","2",0,21,1
"612","PGR","2",1e-04,21,0.809090465908947
"613","PGR","2",0.001,21,1.0650156189831
"614","PGR","2",0.01,21,1.63205572621213
"615","PGR","2",0.1,21,1.88165839548545
"616","PGR","2",1,21,2.28466425567477
"617","PGR","2",10,21,2.2768113235198
"618","PGR","2",100,21,2.95101654165862
"619","PGR","2",1000,21,2.72757939342352
"620","PGR","2",10000,21,2.11548067234396
"621","PGR","3",0,21,1
"622","PGR","3",1e-04,21,1.03510945188674
"623","PGR","3",0.001,21,0.915857166951572
"624","PGR","3",0.01,21,0.941587422850886
"625","PGR","3",0.1,21,1.27300777820979
"626","PGR","3",1,21,0.994000144829865
"627","PGR","3",10,21,1.57493716530888
