"treatment"	"dose_uM"	"plateID"	"timeID"	"cell_line"	"locationID"	"variable"	"value"
"DMSO"	0	"20200703_Exp273_Nikon4_24hrsliveKD"	"17"	"GREB1-GFP_siGREB1"	"B04_1"	"Cytoplasm_Intensity_IntegratedIntensity_Image_GFP"	9.01502886504439
"DMSO"	0	"20200703_Exp273_Nikon4_24hrsliveKD"	"18"	"GREB1-GFP_siGREB1"	"B04_1"	"Cytoplasm_Intensity_IntegratedIntensity_Image_GFP"	9.13839400719677
"DMSO"	0	"20200703_Exp273_Nikon4_24hrsliveKD"	"19"	"GREB1-GFP_siGREB1"	"B04_1"	"Cytoplasm_Intensity_IntegratedIntensity_Image_GFP"	8.38339679571226
"DMSO"	0	"20200703_Exp273_Nikon4_24hrsliveKD"	"20"	"GREB1-GFP_siGREB1"	"B04_1"	"Cytoplasm_Intensity_IntegratedIntensity_Image_GFP"	8.67841492367287
"DMSO"	0	"20200703_Exp273_Nikon4_24hrsliveKD"	"21"	"GREB1-GFP_siGREB1"	"B04_1"	"Cytoplasm_Intensity_IntegratedIntensity_Image_GFP"	9.79462504814026
"DMSO"	0	"20200703_Exp273_Nikon4_24hrsliveKD"	"22"	"GREB1-GFP_siGREB1"	"B04_1"	"Cytoplasm_Intensity_IntegratedIntensity_Image_GFP"	8.44277679798383
"DMSO"	0	"20200703_Exp273_Nikon4_24hrsliveKD"	"23"	"GREB1-GFP_siGREB1"	"B04_1"	"Cytoplasm_Intensity_IntegratedIntensity_Image_GFP"	8.54928725464764
"DMSO"	0	"20200703_Exp273_Nikon4_24hrsliveKD"	"24"	"GREB1-GFP_siGREB1"	"B04_1"	"Cytoplasm_Intensity_IntegratedIntensity_Image_GFP"	8.56543084169871
"DMSO"	0	"20200703_Exp273_Nikon4_24hrsliveKD"	"1"	"GREB1-GFP_siGREB1"	"B04_2"	"Cytoplasm_Intensity_IntegratedIntensity_Image_GFP"	9.84828644436617
"DMSO"	0	"20200703_Exp273_Nikon4_24hrsliveKD"	"2"	"GREB1-GFP_siGREB1"	"B04_2"	"Cytoplasm_Intensity_IntegratedIntensity_Image_GFP"	9.85680553402942
"DMSO"	0	"20200703_Exp273_Nikon4_24hrsliveKD"	"3"	"GREB1-GFP_siGREB1"	"B04_2"	"Cytoplasm_Intensity_IntegratedIntensity_Image_GFP"	10.1179796467801
"DMSO"	0	"20200703_Exp273_Nikon4_24hrsliveKD"	"4"	"GREB1-GFP_siGREB1"	"B04_2"	"Cytoplasm_Intensity_IntegratedIntensity_Image_GFP"	9.9608223871349
"DMSO"	0	"20200703_Exp273_Nikon4_24hrsliveKD"	"5"	"GREB1-GFP_siGREB1"	"B04_2"	"Cytoplasm_Intensity_IntegratedIntensity_Image_GFP"	9.9810247061298
"DMSO"	0	"20200703_Exp273_Nikon4_24hrsliveKD"	"6"	"GREB1-GFP_siGREB1"	"B04_2"	"Cytoplasm_Intensity_IntegratedIntensity_Image_GFP"	9.04074315411544
"DMSO"	0	"20200703_Exp273_Nikon4_24hrsliveKD"	"7"	"GREB1-GFP_siGREB1"	"B04_2"	"Cytoplasm_Intensity_IntegratedIntensity_Image_GFP"	10.2153081874801
"DMSO"	0	"20200703_Exp273_Nikon4_24hrsliveKD"	"8"	"GREB1-GFP_siGREB1"	"B04_2"	"Cytoplasm_Intensity_IntegratedIntensity_Image_GFP"	10.7781787418787
"DMSO"	0	"20200703_Exp273_Nikon4_24hrsliveKD"	"9"	"GREB1-GFP_siGREB1"	"B04_2"	"Cytoplasm_Intensity_IntegratedIntensity_Image_GFP"	10.0267220608678
"DMSO"	0	"20200703_Exp273_Nikon4_24hrsliveKD"	"10"	"GREB1-GFP_siGREB1"	"B04_2"	"Cytoplasm_Intensity_IntegratedIntensity_Image_GFP"	9.61514835806815
